Nx Ny Nh g path_to_PH
70 0.114176 0.0939599 0.208136
71 0.0632006 0.0646529 0.127853
72 0.113095 0.0990175 0.212113
Sum up particles for psi=9
Sum dn particles for psi=8
Sum  particles for psi=17
----------------------------------------------------------
i j <Si^z Sj^z> <SpSm> <SmSp>
1 1 0.0520369 0.114186 0.0939616
1 2 -0.00151875 -0.00303743 -0.00303743
1 3 -0.00405052 -0.00809955 -0.00809955
1 4 -0.00209171 -0.0041813 -0.0041813
1 5 -0.0031849 -0.00636877 -0.00636877
1 6 -0.00120967 -0.00241945 -0.00241945
1 7 -0.00377354 -0.00754512 -0.00754512
1 8 -0.00368587 -0.00737308 -0.00737308
1 9 -0.00254801 -0.00509656 -0.00509656
1 10 -0.0034808 -0.00695795 -0.00695795
1 11 -0.00158885 -0.00317932 -0.00317932
1 12 -0.00288281 -0.00576664 -0.00576664
1 13 -0.00160415 -0.00320056 -0.00320056
1 14 -0.00265835 -0.00531836 -0.00531836
1 15 0.000429318 0.000858531 0.000858531
1 16 0.000583381 0.00116838 0.00116838
1 17 0.000486855 0.000970788 0.000970788
1 18 -0.00180923 -0.0036177 -0.0036177
1 19 0.000262055 0.000535967 0.000535967
1 20 -0.000132365 -0.000265104 -0.000265104
1 21 -0.000796971 -0.00158726 -0.00158726
1 22 -0.000521719 -0.00103773 -0.00103773
1 23 -0.00140827 -0.00281591 -0.00281591
1 24 0.000105763 0.000216935 0.000216935
1 25 9.0096e-05 0.000198681 0.000198681
1 26 -0.000101314 -0.000200024 -0.000200024
1 27 -0.00094314 -0.00186971 -0.00186971
1 28 -0.00247669 -0.00493639 -0.00493639
1 29 -0.00129051 -0.00257389 -0.00257389
1 30 -0.000128323 -0.000245678 -0.000245678
1 31 -0.00080764 -0.0015927 -0.0015927
1 32 -0.000270928 -0.000532038 -0.000532038
1 33 -0.000160674 -0.000304365 -0.000304365
1 34 -0.000870322 -0.00171529 -0.00171529
1 35 -0.000101188 -0.000192582 -0.000192582
1 36 -0.000150968 -0.000284331 -0.000284331
1 37 -0.000846932 -0.00168614 -0.00168614
1 38 -0.000569868 -0.0011293 -0.0011293
1 39 -4.06721e-06 -6.37334e-06 -6.37334e-06
1 40 5.34063e-05 0.000120781 0.000120781
1 41 -0.000107572 -0.000209154 -0.000209154
1 42 -0.000671095 -0.00132891 -0.00132891
1 43 6.15273e-05 0.000106015 0.000106015
1 44 -6.97093e-05 -0.000135131 -0.000135131
1 45 8.56907e-05 0.000154064 0.000154064
1 46 5.94932e-05 0.000109783 0.000109783
1 47 -3.44226e-07 -2.16904e-06 -2.16904e-06
1 48 -0.00033124 -0.000664784 -0.000664784
1 49 1.3874e-05 -2.05158e-05 -2.05158e-05
1 50 -2.43917e-05 -5.70039e-05 -5.70039e-05
1 51 -9.90771e-05 -0.000230958 -0.000230958
1 52 5.80088e-05 7.98539e-05 7.98539e-05
1 53 3.34985e-05 5.25703e-05 5.25703e-05
1 54 0.000120378 0.000214954 0.000214954
1 55 2.21824e-05 -9.86738e-06 -9.86738e-06
1 56 -0.000340583 -0.000694939 -0.000694939
1 57 4.80611e-05 6.86825e-05 6.86825e-05
1 58 0.000172274 0.000296772 0.000296772
1 59 2.82788e-05 4.74337e-05 4.74337e-05
1 60 8.36835e-05 0.000126526 0.000126526
1 61 0.000155467 0.000285056 0.000285056
1 62 -6.93887e-05 -0.000142607 -0.000142607
1 63 4.24847e-05 6.82696e-05 6.82696e-05
1 64 0.000131579 0.000222752 0.000222752
1 65 -0.000276163 -0.000548058 -0.000548058
1 66 9.30238e-05 0.000161645 0.000161645
1 67 2.38209e-05 4.6034e-05 4.6034e-05
1 68 -6.84807e-06 -7.06269e-06 -7.06269e-06
1 69 -5.31345e-05 -0.000109152 -0.000109152
1 70 -0.000189064 -0.000396156 -0.000396156
1 71 -0.000218615 -0.000430906 -0.000430906
1 72 -9.87233e-05 -0.00019545 -0.00019545
2 1 -0.00151875 -0.00303743 -0.00303743
2 2 0.0319654 0.0632059 0.0646555
2 3 -0.00166953 -0.00333898 -0.00333898
2 4 -0.00098406 -0.00196774 -0.00196774
2 5 -0.00136439 -0.00272772 -0.00272772
2 6 -0.000853713 -0.0017072 -0.0017072
2 7 -0.00241242 -0.00482348 -0.00482348
2 8 -0.00246571 -0.00493108 -0.00493108
2 9 -0.00269134 -0.00538177 -0.00538177
2 10 -0.00181754 -0.00363393 -0.00363393
2 11 -4.35892e-06 -7.53247e-06 -7.53247e-06
2 12 -0.00149952 -0.00299831 -0.00299831
2 13 -0.000476918 -0.00094985 -0.00094985
2 14 -0.0026159 -0.00522989 -0.00522989
2 15 -0.000605444 -0.00120809 -0.00120809
2 16 2.0443e-05 4.28677e-05 4.28677e-05
2 17 0.000114789 0.000230507 0.000230507
2 18 0.000164918 0.00033136 0.00033136
2 19 -4.58322e-06 -4.2973e-06 -4.2973e-06
2 20 -0.000400834 -0.000799593 -0.000799593
2 21 2.2017e-05 4.74491e-05 4.74491e-05
2 22 -0.000343987 -0.000683828 -0.000683828
2 23 -0.00210755 -0.00421305 -0.00421305
2 24 -0.000455148 -0.000906723 -0.000906723
2 25 -2.76807e-05 -5.25068e-05 -5.25068e-05
2 26 7.58513e-05 0.000152321 0.000152321
2 27 -3.26466e-05 -6.31337e-05 -6.31337e-05
2 28 -0.00107394 -0.00214296 -0.00214296
2 29 -0.0014163 -0.00283159 -0.00283159
2 30 -0.00122985 -0.00245567 -0.00245567
2 31 -0.000215293 -0.000432723 -0.000432723
2 32 -0.000287024 -0.00057342 -0.00057342
2 33 -0.000236651 -0.000474654 -0.000474654
2 34 -0.000177657 -0.000354198 -0.000354198
2 35 8.68417e-05 0.000172005 0.000172005
2 36 -0.000188957 -0.000377571 -0.000377571
2 37 -0.00016609 -0.000340569 -0.000340569
2 38 -0.000446731 -0.00089419 -0.00089419
2 39 -9.44417e-05 -0.00019594 -0.00019594
2 40 3.98034e-05 7.36163e-05 7.36163e-05
2 41 5.80562e-05 0.000113864 0.000113864
2 42 3.75916e-05 6.99601e-05 6.99601e-05
2 43 0.000113848 0.000220418 0.000220418
2 44 0.00015799 0.000313377 0.000313377
2 45 0.000143599 0.000281171 0.000281171
2 46 1.72518e-05 2.49928e-05 2.49928e-05
2 47 2.67453e-05 5.19658e-05 5.19658e-05
2 48 -3.14928e-05 -6.99848e-05 -6.99848e-05
2 49 -0.000225865 -0.00044861 -0.00044861
2 50 -8.95193e-05 -0.000178733 -0.000178733
2 51 -0.000322396 -0.000640603 -0.000640603
2 52 2.27299e-05 4.17814e-05 4.17814e-05
2 53 6.6115e-05 0.000132212 0.000132212
2 54 4.61428e-05 8.95081e-05 8.95081e-05
2 55 -0.000218715 -0.000424406 -0.000424406
2 56 -0.000632812 -0.00126099 -0.00126099
2 57 -0.00030612 -0.000599558 -0.000599558
2 58 -5.68752e-05 -0.000104782 -0.000104782
2 59 -6.67148e-05 -0.000130585 -0.000130585
2 60 -6.10717e-06 -5.90942e-06 -5.90942e-06
2 61 -1.76197e-05 -2.33571e-05 -2.33571e-05
2 62 -0.000225073 -0.000446883 -0.000446883
2 63 -1.26207e-07 8.32238e-06 8.32238e-06
2 64 -9.83427e-05 -0.00018268 -0.00018268
2 65 -0.000478532 -0.000954017 -0.000954017
2 66 -0.000140777 -0.000269406 -0.000269406
2 67 -1.19725e-05 -2.07577e-05 -2.07577e-05
2 68 5.95276e-05 0.000117923 0.000117923
2 69 1.24675e-05 2.6262e-05 2.6262e-05
2 70 -0.000218927 -0.000431657 -0.000431657
2 71 -0.000287154 -0.000573744 -0.000573744
2 72 -0.000294368 -0.000581701 -0.000581701
3 1 -0.00405052 -0.00809955 -0.00809955
3 2 -0.00166953 -0.00333898 -0.00333898
3 3 0.0530313 0.113096 0.0990286
3 4 -0.00120999 -0.00242028 -0.00242028
3 5 -0.00276334 -0.00552633 -0.00552633
3 6 -0.00185352 -0.00370538 -0.00370538
3 7 -0.00256714 -0.00513367 -0.00513367
3 8 -0.00412774 -0.00825668 -0.00825668
3 9 -0.00414596 -0.00829033 -0.00829033
3 10 -0.00293403 -0.00586874 -0.00586874
3 11 -0.001141 -0.00228342 -0.00228342
3 12 -0.00295182 -0.0059007 -0.0059007
3 13 0.000419004 0.000840539 0.000840539
3 14 -0.00309837 -0.00619831 -0.00619831
3 15 -0.00198769 -0.00396953 -0.00396953
3 16 -0.00183706 -0.00367125 -0.00367125
3 17 0.000504807 0.00100806 0.00100806
3 18 0.000737389 0.00147603 0.00147603
3 19 -0.000799845 -0.00158984 -0.00158984
3 20 -0.00025522 -0.000510622 -0.000510622
3 21 9.24644e-05 0.000192691 0.000192691
3 22 9.83786e-05 0.000205561 0.000205561
3 23 -0.00170838 -0.00341525 -0.00341525
3 24 -0.000855116 -0.00170624 -0.00170624
3 25 -0.000925451 -0.00183348 -0.00183348
3 26 -8.5323e-05 -0.000168262 -0.000168262
3 27 -1.82621e-05 -2.52016e-05 -2.52016e-05
3 28 -0.000123246 -0.000233314 -0.000233314
3 29 -0.00144325 -0.00288157 -0.00288157
3 30 -0.00288788 -0.0057643 -0.0057643
3 31 -0.00013198 -0.000250294 -0.000250294
3 32 -0.000309983 -0.000612212 -0.000612212
3 33 -0.000810523 -0.00160697 -0.00160697
3 34 -0.000128032 -0.000240118 -0.000240118
3 35 -4.51293e-05 -8.43862e-05 -8.43862e-05
3 36 -0.000931831 -0.00184748 -0.00184748
3 37 3.41618e-05 6.40082e-05 6.40082e-05
3 38 -0.000484801 -0.00096357 -0.00096357
3 39 -0.000648714 -0.00129381 -0.00129381
3 40 -0.000634357 -0.0012607 -0.0012607
3 41 -0.000120772 -0.00023844 -0.00023844
3 42 0.000121027 0.0002494 0.0002494
3 43 0.00011747 0.000213729 0.000213729
3 44 0.000100211 0.00020049 0.00020049
3 45 0.000145266 0.000279943 0.000279943
3 46 -0.000292499 -0.000593618 -0.000593618
3 47 -7.44172e-06 -1.66783e-05 -1.66783e-05
3 48 5.00559e-05 9.37465e-05 9.37465e-05
3 49 -0.000113828 -0.000256131 -0.000256131
3 50 -7.73243e-05 -0.000160816 -0.000160816
3 51 -0.000221052 -0.000469193 -0.000469193
3 52 0.000134577 0.000242409 0.000242409
3 53 8.92524e-05 0.000168157 0.000168157
3 54 6.89467e-05 0.000116383 0.000116383
3 55 2.00535e-05 2.04329e-05 2.04329e-05
3 56 -0.000572346 -0.00114903 -0.00114903
3 57 -0.000257207 -0.000542344 -0.000542344
3 58 5.73874e-05 8.00354e-05 8.00354e-05
3 59 -7.0209e-06 -1.79455e-05 -1.79455e-05
3 60 0.000123424 0.000221607 0.000221607
3 61 3.96274e-05 6.5924e-05 6.5924e-05
3 62 -0.000165874 -0.000329277 -0.000329277
3 63 8.25523e-05 0.000153887 0.000153887
3 64 7.57429e-05 0.000133288 0.000133288
3 65 -0.000436431 -0.000863949 -0.000863949
3 66 -6.00917e-05 -0.000139124 -0.000139124
3 67 -4.73076e-05 -9.82127e-05 -9.82127e-05
3 68 3.70508e-05 7.8859e-05 7.8859e-05
3 69 3.61529e-05 7.28667e-05 7.28667e-05
3 70 -9.9444e-05 -0.00019612 -0.00019612
3 71 -0.000294804 -0.00058243 -0.00058243
3 72 -0.000360838 -0.00072949 -0.00072949
4 1 -0.00209171 -0.0041813 -0.0041813
4 2 -0.00098406 -0.00196774 -0.00196774
4 3 -0.00120999 -0.00242028 -0.00242028
4 4 0.0299738 0.0645247 0.0553703
4 5 -0.00151949 -0.00303923 -0.00303923
4 6 -0.00125154 -0.00250238 -0.00250238
4 7 -0.000649186 -0.00129641 -0.00129641
4 8 -0.00178945 -0.00357888 -0.00357888
4 9 -0.00180532 -0.00361059 -0.00361059
4 10 -0.00200047 -0.00400048 -0.00400048
4 11 -0.00237749 -0.00475587 -0.00475587
4 12 -0.0024417 -0.00488249 -0.00488249
4 13 0.000338031 0.000677873 0.000677873
4 14 6.75136e-05 0.000133659 0.000133659
4 15 -0.000160147 -0.000317795 -0.000317795
4 16 -0.00181502 -0.00362673 -0.00362673
4 17 -0.000423568 -0.000847595 -0.000847595
4 18 -0.000228706 -0.000457441 -0.000457441
4 19 -0.00131364 -0.00262115 -0.00262115
4 20 -0.000282751 -0.000566174 -0.000566174
4 21 -4.64647e-06 -4.24376e-06 -4.24376e-06
4 22 -2.55213e-05 -4.478e-05 -4.478e-05
4 23 5.10622e-05 0.000102495 0.000102495
4 24 -5.48973e-05 -0.000108005 -0.000108005
4 25 -0.00101036 -0.00200919 -0.00200919
4 26 -0.00104093 -0.00207973 -0.00207973
4 27 -1.29304e-05 -1.86587e-05 -1.86587e-05
4 28 0.000205286 0.000418693 0.000418693
4 29 -1.96533e-05 -3.65805e-05 -3.65805e-05
4 30 -0.000721354 -0.00143579 -0.00143579
4 31 -2.21421e-05 -3.40349e-05 -3.40349e-05
4 32 -0.000198523 -0.00039246 -0.00039246
4 33 -0.000224666 -0.000442035 -0.000442035
4 34 -0.000146725 -0.000283085 -0.000283085
4 35 -0.000266218 -0.000527461 -0.000527461
4 36 -0.000178161 -0.000345683 -0.000345683
4 37 3.6837e-05 7.32449e-05 7.32449e-05
4 38 -3.62142e-05 -6.85796e-05 -6.85796e-05
4 39 -0.000396549 -0.000792326 -0.000792326
4 40 -0.000642289 -0.00127814 -0.00127814
4 41 -0.000250608 -0.000498545 -0.000498545
4 42 -3.46628e-05 -6.45129e-05 -6.45129e-05
4 43 2.92039e-05 4.53552e-05 4.53552e-05
4 44 -5.86583e-05 -0.000116445 -0.000116445
4 45 -1.15213e-06 -1.01023e-05 -1.01023e-05
4 46 -0.000186983 -0.00037821 -0.00037821
4 47 5.51606e-05 0.000108898 0.000108898
4 48 4.37736e-05 8.18513e-05 8.18513e-05
4 49 1.26304e-05 4.49696e-06 4.49696e-06
4 50 1.39295e-05 2.28685e-05 2.28685e-05
4 51 2.42389e-05 3.01002e-05 3.01002e-05
4 52 5.49298e-05 9.23249e-05 9.23249e-05
4 53 -0.000179559 -0.000365565 -0.000365565
4 54 -2.94055e-05 -7.29206e-05 -7.29206e-05
4 55 0.000103411 0.000188097 0.000188097
4 56 2.38371e-05 4.16024e-05 4.16024e-05
4 57 4.6197e-05 7.60835e-05 7.60835e-05
4 58 -9.41225e-05 -0.000215283 -0.000215283
4 59 -0.000134533 -0.000273048 -0.000273048
4 60 -7.70221e-05 -0.000166935 -0.000166935
4 61 -7.49029e-05 -0.000164998 -0.000164998
4 62 -3.1275e-05 -6.34725e-05 -6.34725e-05
4 63 -1.87386e-05 -3.8817e-05 -3.8817e-05
4 64 6.02527e-05 0.000102036 0.000102036
4 65 1.87063e-05 3.97154e-05 3.97154e-05
4 66 5.48201e-05 0.000100953 0.000100953
4 67 -0.000108511 -0.000221514 -0.000221514
4 68 -0.000200048 -0.000396733 -0.000396733
4 69 -6.30646e-05 -0.000122611 -0.000122611
4 70 2.37677e-05 4.62433e-05 4.62433e-05
4 71 -1.20529e-05 -2.09838e-05 -2.09838e-05
4 72 -4.74311e-05 -9.88049e-05 -9.88049e-05
5 1 -0.0031849 -0.00636877 -0.00636877
5 2 -0.00136439 -0.00272772 -0.00272772
5 3 -0.00276334 -0.00552633 -0.00552633
5 4 -0.00151949 -0.00303923 -0.00303923
5 5 0.0550707 0.110868 0.109415
5 6 -0.00166994 -0.00333995 -0.00333995
5 7 -0.00164762 -0.00329382 -0.00329382
5 8 -0.00186589 -0.00372976 -0.00372976
5 9 -0.00118067 -0.00236076 -0.00236076
5 10 -0.00384124 -0.00768266 -0.00768266
5 11 -0.00490913 -0.0098171 -0.0098171
5 12 -0.00423185 -0.00846398 -0.00846398
5 13 0.000456293 0.0009166 0.0009166
5 14 0.00105398 0.00210873 0.00210873
5 15 0.000484381 0.000971981 0.000971981
5 16 -0.00274082 -0.00547809 -0.00547809
5 17 -0.00277397 -0.00554453 -0.00554453
5 18 -0.00315298 -0.00630391 -0.00630391
5 19 -0.00141614 -0.00282375 -0.00282375
5 20 -0.00153843 -0.00307491 -0.00307491
5 21 -0.00171358 -0.00342022 -0.00342022
5 22 -0.000152965 -0.000297991 -0.000297991
5 23 -0.000258074 -0.00051411 -0.00051411
5 24 -0.000268525 -0.000531692 -0.000531692
5 25 -0.00123624 -0.00246419 -0.00246419
5 26 -0.00373926 -0.007475 -0.007475
5 27 -0.00140654 -0.0028072 -0.0028072
5 28 -8.60122e-05 -0.000163819 -0.000163819
5 29 -0.000245275 -0.000488752 -0.000488752
5 30 -7.48273e-05 -0.000143336 -0.000143336
5 31 -1.27182e-05 -2.55606e-05 -2.55606e-05
5 32 -0.00106504 -0.00212887 -0.00212887
5 33 1.51901e-05 2.96941e-05 2.96941e-05
5 34 -0.00020324 -0.000401374 -0.000401374
5 35 -0.000822784 -0.00164295 -0.00164295
5 36 -0.000264377 -0.000523893 -0.000523893
5 37 7.76612e-06 4.1046e-06 4.1046e-06
5 38 0.000259685 0.000517475 0.000517475
5 39 -4.30321e-05 -9.47207e-05 -9.47207e-05
5 40 -0.000459921 -0.000924707 -0.000924707
5 41 -0.000245844 -0.000493181 -0.000493181
5 42 -0.000412207 -0.000828144 -0.000828144
5 43 9.5893e-05 0.000177485 0.000177485
5 44 3.31018e-05 6.46049e-05 6.46049e-05
5 45 5.62833e-05 0.000102386 0.000102386
5 46 4.85006e-05 8.26412e-05 8.26412e-05
5 47 0.00031791 0.000633267 0.000633267
5 48 0.000177604 0.000343437 0.000343437
5 49 -6.5977e-06 -1.82424e-05 -1.82424e-05
5 50 9.77266e-05 0.000193205 0.000193205
5 51 6.19605e-05 0.000119571 0.000119571
5 52 1.71995e-05 2.32938e-05 2.32938e-05
5 53 -0.000696214 -0.0013908 -0.0013908
5 54 -5.00704e-05 -0.000107968 -0.000107968
5 55 -5.36469e-05 -9.73861e-05 -9.73861e-05
5 56 2.92797e-05 5.83782e-05 5.83782e-05
5 57 -6.1484e-05 -0.000114761 -0.000114761
5 58 -0.000420796 -0.000838916 -0.000838916
5 59 -0.000826743 -0.00164793 -0.00164793
5 60 -0.000624784 -0.00124323 -0.00124323
5 61 -0.000283291 -0.000555043 -0.000555043
5 62 -0.000451887 -0.000898934 -0.000898934
5 63 -0.000439222 -0.00086503 -0.00086503
5 64 -0.000120225 -0.000228288 -0.000228288
5 65 -7.02388e-05 -0.000139074 -0.000139074
5 66 -0.000199465 -0.000386553 -0.000386553
5 67 -0.000200292 -0.000397337 -0.000397337
5 68 -0.000712412 -0.0014209 -0.0014209
5 69 -0.000281443 -0.00055792 -0.00055792
5 70 -6.66001e-06 -6.45322e-06 -6.45322e-06
5 71 5.95041e-05 0.000117881 0.000117881
5 72 3.68917e-05 7.80267e-05 7.80267e-05
6 1 -0.00120967 -0.00241945 -0.00241945
6 2 -0.000853713 -0.0017072 -0.0017072
6 3 -0.00185352 -0.00370538 -0.00370538
6 4 -0.00125154 -0.00250238 -0.00250238
6 5 -0.00166994 -0.00333995 -0.00333995
6 6 0.0306255 0.0640921 0.0584099
6 7 -0.00181652 -0.00363201 -0.00363201
6 8 -0.00148074 -0.00296143 -0.00296143
6 9 -0.000438089 -0.000874569 -0.000874569
6 10 -0.00245106 -0.00490073 -0.00490073
6 11 -0.00266755 -0.00533558 -0.00533558
6 12 -0.00215267 -0.00430494 -0.00430494
6 13 -0.000177542 -0.000350918 -0.000350918
6 14 0.000196462 0.00039231 0.00039231
6 15 0.000265228 0.000531794 0.000531794
6 16 -0.000244355 -0.000487325 -0.000487325
6 17 -0.000569376 -0.00113881 -0.00113881
6 18 -0.00207674 -0.00415087 -0.00415087
6 19 -2.30989e-05 -3.95627e-05 -3.95627e-05
6 20 -0.000414058 -0.000827826 -0.000827826
6 21 -0.00157282 -0.00314147 -0.00314147
6 22 -7.51266e-05 -0.000146464 -0.000146464
6 23 5.93012e-05 0.000119169 0.000119169
6 24 -0.000147767 -0.000291181 -0.000291181
6 25 -1.57689e-05 -2.4209e-05 -2.4209e-05
6 26 -0.00120763 -0.00241343 -0.00241343
6 27 -0.00114183 -0.00227663 -0.00227663
6 28 -0.000732521 -0.00145713 -0.00145713
6 29 -2.71931e-05 -5.19745e-05 -5.19745e-05
6 30 0.00016354 0.000331892 0.000331892
6 31 -0.00020844 -0.000412012 -0.000412012
6 32 -0.000202465 -0.000402474 -0.000402474
6 33 1.49552e-05 3.49883e-05 3.49883e-05
6 34 -0.000171552 -0.000334098 -0.000334098
6 35 -0.000270809 -0.000538217 -0.000538217
6 36 -0.000192144 -0.000378118 -0.000378118
6 37 -0.000369301 -0.000741265 -0.000741265
6 38 -1.31594e-05 -2.48774e-05 -2.48774e-05
6 39 4.3549e-05 8.56148e-05 8.56148e-05
6 40 -9.41365e-06 -1.75522e-05 -1.75522e-05
6 41 -0.000151174 -0.000301987 -0.000301987
6 42 -0.000578182 -0.00115301 -0.00115301
6 43 1.76892e-05 2.59765e-05 2.59765e-05
6 44 -8.32787e-05 -0.000166617 -0.000166617
6 45 2.68807e-05 4.54486e-05 4.54486e-05
6 46 6.87961e-05 0.000128337 0.000128337
6 47 0.000103489 0.000204793 0.000204793
6 48 -7.51938e-05 -0.000153588 -0.000153588
6 49 9.37316e-06 4.25975e-06 4.25975e-06
6 50 3.99567e-05 7.63492e-05 7.63492e-05
6 51 2.90402e-05 4.69449e-05 4.69449e-05
6 52 -2.64854e-05 -6.66532e-05 -6.66532e-05
6 53 -0.000292096 -0.000586592 -0.000586592
6 54 5.49855e-06 1.66462e-06 1.66462e-06
6 55 1.88313e-05 2.7619e-05 2.7619e-05
6 56 4.83445e-05 9.32241e-05 9.32241e-05
6 57 4.77501e-05 8.77399e-05 8.77399e-05
6 58 -0.000103524 -0.000214954 -0.000214954
6 59 -0.000249982 -0.000498573 -0.000498573
6 60 -0.000271589 -0.000555872 -0.000555872
6 61 -3.09414e-05 -6.00466e-05 -6.00466e-05
6 62 -9.58262e-05 -0.000189436 -0.000189436
6 63 -0.000205884 -0.000417796 -0.000417796
6 64 3.31242e-05 6.28845e-05 6.28845e-05
6 65 2.42014e-05 5.10826e-05 5.10826e-05
6 66 -3.28056e-05 -7.3385e-05 -7.3385e-05
6 67 -6.32066e-05 -0.000122976 -0.000122976
6 68 -0.000281723 -0.000558444 -0.000558444
6 69 -0.000166394 -0.000334583 -0.000334583
6 70 -5.30716e-05 -0.000108693 -0.000108693
